query,place_name,formatted_address,lat,lon,vibe_class,place_id,photo_reference,types,osm_image_path,dist_to_park,road_density,road_length,traffic_level,time_of_day,sentinel_jpg_path,sentinel_tiff_path,populartimes_peak_avg,avg_temperature
Rajarajeshwari Park,Crazy Park,"WG5G+J6H, 8th Main Rd, Dwaraka Nagar, 5th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",12.9093396,77.5256403,i_love_it_here,ChIJT6afsK8_rjsR1r8hfYHpcfA,AXQCQNS9rUSrqL3u3hGAUrBLvfA0d571LANniSRvahVZGfSgN5L1usSZHKGDPJmY3-Ugz5zl1LLG9c44NFucvJKZbPTKFIO7R0wWkRqXIUfHV5EYl_jf5wa7XttWEUDoU3ELIJFF5CqP4qDqb-Cog_F7vhTMUN1dLdlqdMuMZS9N-TmMC2tUtO7Rn5w4iWYwr2YWGLNciuxhfvUzckImk0ghTpxE7pWZjMEIsMLV4YtqS0GI_nIsB0RLwg9np1JQL-TlzvDDJmzlhwOEgexBMWAJITfNOKlKYq8vSC7frb8AtzAaytASpQIBsV_A--99V13gdHAoXbKjPeUTXiVO6eYecp3kd0tIxsS7ZkEJrfM9NlDuM6nN19Zi3PRaidFRqghsjBCP5-gf0eNLmYDRZN35tU-lbDO-7gutMFOM40WNUj8iJDqNToPXaGaGvMY8npb1MySGMjiQ2M2fECH__-gApU4psx2x2k7CvfMXq-uMVWZSaMWaSYyGfDia6elMN8UDVTspz-xmb6hsmP0OLZAiqRSPToIMTtPI9l8nKBlwvzyrpqpXG3EQhvBNIePzUpQ7FvGOKFHO,"tourist_attraction, point_of_interest, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_44.jpg,182.0787934,161,8052.3,low,afternoon,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_44_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_44_sentinel.tif,58.8,28.19494709917294
ISKCON Hill,ISKCON Vaikuntha Hill,"Sy.No 55, ISKCON, Kanakapura Main Rd, Vaikunta Hill, Vasanthapura, Subramanyapura, Bengaluru, Karnataka 560061, India",12.8931284,77.5491918,i_love_it_here,ChIJqWe8lOg_rjsRV5b3tvoqZzI,AXQCQNR3nSKDCTpZOc-B2QftHAxKUkCegiBt4U0DZiUMjZgN78-CGer3tkZsaC4P_i7f6LVcIyOv9cVKWGU6AeDcbX_DJQo1ALOpBIMD3tuKchM2Htb1RkXDhUdpjGKjTFVrYJ5JMx0Nibql_NcNPBA2PsK-QzHROwooVvPzmxPgdxyzvDEmEQhWyo6jVSBzGm0KBRzJqtuz4DK3ahvRu_kn_02nx2QmPyJBwMRRJsYgBlD6s-OR94JojHm8MhpcnohqZ45DiMjEEjVTcT30JeQiYa6tFj4qx27a51a0UttWMGP1oGKzm5PRe6KUjgNSPo9ozi9e7kA_TgwBUT-4QvJKFqLMmlSA615gNTqkUtWYEZvzQzz5C7iH8D_VtjQZFxpiR0gj1nnw7lY3bfTg2vEnXJAFsbTDZV5iDjyLOBCyi5J27jbQRo1NZw_UZemVY3X4AyOtC-xRlGhXLVqE_xDIOEU7pxIbUrtd_lRn-PA0YZzjyYeEKegm1W36Qp8LUUf4eo0R7O1Rh_b5iJBHqZHiVlkK25kh4441uTbV0CsTdh_G8Ue25AEiFv9be9JnKV0J6aJhiHbV,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_45.jpg,346.7791684,227,11355.0,low,evening,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_45_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_45_sentinel.tif,64.3,28.19494709917294
Indiranagar pubs,Watson's Indiranagar,"777/I, 2nd Floor, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",12.967276,77.6412768,fun_vibe_here,ChIJiYNImeMVrjsRYpFnzgV1ORk,AXQCQNSoHsMLGMdaO20P73ybUEbcxMmmpfp_2jVos5ZYLYnPoE1nPZTpr_pztJRcCC9PhB9WccJmOoIUZA42qaFwLZd7_cw4AY4etG5zzaVRt2rE3L1tmlQYcxQsMHfFRv9EHs9QJ21kIi-d6j8s6OpPgssCRrxKpyyya8Oxrpbi6qglpNFiV71FxMvoj_dCct6j6VwalNLsCt3WGgRwhICgrcqcRZzU4KRQc-tlTVRb0Upr_UO_IhWZ4bFtDwacL09lobXQym6Ql53_wLBSIhQ5-9wvjjmA6JacgalhgJHDWiKlmWFHros59kMc_MTe5SQoSN0HC-THuuKbKLk4CYMNJwXZuUeRkjOLkn3W7qkGEQKij9Z57RSjHSONgP_QaSAM9KxJqz4GJnzJBA1N-HWEsH8yG-qZuugDN1IjrLiBtnzfD1pLU4wLmMHAYxW943Jm82g7joCXvVxA1qjXeytuDPyP-xTB36ZJXFBO-MWCh1IU1hjQpuuqeQTjJZx8D-7WiKpRwrzfN01SW2tyJzyU9-IwHOqBu1AIcwFtefJXOcre5tyAGvRoYONsF8xZG8ZkIiReYw,"bar, restaurant, food, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_0.jpg,251.2781922,232,11612.6,medium,night,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_0_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_0_sentinel.tif,26.8,28.19494709917294
Koramangala cafes,Dyu Art Cafe,"Dyu art cafe No 23, KHB MIG Colony, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9373267,77.6175837,fun_vibe_here,ChIJ80IECk8UrjsRqCffDjE09lw,AXQCQNSW-XCYnnG5uk-JB1bmgUrQ4ThErqDcUD5rJ0GXGiYN9uRf-Myw7B3OGQJPtrgxmkGSreqF5OmvCuzxS4JZ2UjRYh_W5gt00nw_oF1p_bfHVNuHpdLSXus2DQr8_B7m5ajALNL_zOFmctCppfFI8dy4EDIwWrQR4bkgHqmH48Q_oXpa3g9_F2E3-czqjp4l_ztASzbUnqxqGSLbitocuP-l1iMxOxUYMRXKEnFsqBH2zG60uwbe1lkXJCDZAeF7-RFv4i40teYLZJCJSTgDhFZizneOSTjp9BL0lsulgjLbG3_m2bVqHxH5gOrqdlDTKwhvWIwc3UnFFbg16oJNq9lIRWfETivWOYfnvSTDsUK29IfR_p2zvvqm-rDbelpFPtddw63qsqtmuM83OuGX7WVpov0RqINFLXZeRWvgoEH41yidUMETwOs8XZGX7EiOOgDCDgdUg0prlKyMEo5hMHxzBCoI5uzb8uT-7cciNggyQy7VjRZygnvsCs4Ela0ByKb9dnPAADU2NV324pWfOylRnJrH47m-qJ0efCA3BP8k-3jQnO-VxpDHcZhDyJRnhNqZsw,"art_gallery, cafe, restaurant, point_of_interest, store, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_1.jpg,32.75846926,197,9862.1,medium,evening,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_1_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_1_sentinel.tif,71.5,28.19494709917294
Toit Brewpub,Toit Brewpub,"6/2, 100 Feet Rd, near Drops Total Spirites, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",12.9795441,77.6406542,fun_vibe_here,ChIJc0JAFaUWrjsRRXSXJPX7YFo,AXQCQNRWU8_xjVM9HibwuPXBhy9jZZ8W71znR1d9rB6-gA_3hpL5DYTjSLdLEbkApuiPvbDXBrctJ8g6Z1m9zkLC1Sj2VxRjWt1HqZ1Hi9vGMeuUZzRaZoL_ta8fio70meYE36pOawGi80wjWUXU7Ya5QnYm_enY_EtMjn-U6COidB-_J0AZ2MDM3olecvXGKF8X4Qd3QDGOExFbCr8if5ft246CvRPz5zAOn_8YbTFk7RHOO4dzJCFFJiQJc0ldGV51NZK06oKqv5nj3h0hg5pF-vIKsVy5gCRPKvhxoC5jyFY2znncyRp-0jPP_m_xS8raEhv1WZwH5HaOLZXjR3ya_C4zP5gvt0TBKjEcj3aQaQwGXobQdCfge-yT_-Jq_mpmfBcoufYy43NiDVuDErO6hQ9WnJI0PeokYwJrESXPG8q2-McVWO02pTLSvu2q-a3TUTMYbj7k8FsBs-9TokvN9twGg5LK3ncy-7cIuijx7m3QR7IzQhsoFq2UGEzl8k8mmnQWZRb9cZE-_UatVYJBKv6-tKWnZWRHHgGdpO_SgT8BvWvvqDdIx3t8ujgTGPXVNU74GTuE,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_2.jpg,146.7248221,156,7803.1,medium,morning,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_2_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_2_sentinel.tif,65.6,28.19494709917294
Church Street Bangalore,Church St,"Church St, Bengaluru, Karnataka, India",12.9743637,77.6077341,fun_vibe_here,ChIJcyxyTXwWrjsRbWtDAbGepDI,AXQCQNSuyK-1jr4d4CJ8kqKPkhKUBKrySGel5bfnWdhwVCiEfv_1W98LIJwwSmO3rmsl9ellFjEAg0X_UF5oEMCEO6la1jfASDx3hFPDluQ0Zua4sKzLU0w3CrtsNhSfQHxt-nfhILWXF3IXkdDSRx70devUcINTEt-AY3sQjuaNjRA9mThgLlMpfCCq_yPku6DRJ4pX4hwXrpgxw80bDFCsVKpZGe0ibpUeDKgdBFHjFNrVqLrOmDSiORP3z1b4kd6sH89_G3N6dPPHwbfYiQGtyH4wrOXi0OLTWW2tj3ll-3NDsI2NiYr0uXH5jjT2FwkLywuV95IgsLQGp4dfUW3zNO_HFDTDh2DShAp6pYBg9ldW0_W2KpeWh928xYGm1T1tMWLAzFPemD4XK1OQXtU0AyJEvlBzRdp8Er4Qx4qZnae0zJgOLNO9MA7JQuCq22d8QXGZ8FHsJVdfzgodN-Wmy2LoP_IQ8LwLuuymQwt_lFgOSgrsRy-X8PJ8Ul5gnO2cCCc5pQCAoCckvshvBhrH9_WEjxDUIMVjU7V3Dikw8PoZ0KQb9z0xQzIoXD8Q37O_GJg6apsNXmrNRQ,route,datasets/osm_images/fun_vibe_here/fun_vibe_here_3.jpg,282.2965096,72,3614.3,medium,night,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_3_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_3_sentinel.tif,37.3,28.19494709917294
UB City,UB City,"24, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001, India",12.9716428,77.5959367,fun_vibe_here,ChIJ96tpUHcWrjsRit-gsot2OOE,AXQCQNQ0GonrWBPzaRCtRCSM95z6OVWXs6TQSI6dv7PteeoaHjo3W1DtXVFi0FXxS87bUQDlHwJWg9BIbJg0s9o91kROAR-guNv7S9GZCYZulLPZOC5r6qcmRGfhuQrVO6r7wAVFpAz90Ocg7ERoC8YRNOn5bKB-oyYS-Bsr77fQ2UOcujjtM9LMd_-2riPy-JZs3hbm2mBp31uXsEnxHGKGMhUSfHgIHA-RGx-ksmwxyrXY92UIEI50TJwWbpyahFhAStP_5HXZnhN9bUR1B3qeT7QX9gNwJwqySINaURUBJ9RefN0HuOmRjTEvbxTp24Oz8I__dvbQ1KRPWD2zlWR1Pjp43hytm5R-bg9vCojWLNDyjf5dJ0dnQIZ71lfkb0eITlSi4UXFsFYSM1pfpYNufMBDl7FtMpyaL2EdChfcBWV8SQrkScn-_554lwBc2VHFbhJ42ilSg-XfiW94N-0wl_ofMLOHQ7oOJEB7d8iRpXGMT5lFhB9zRNzBpq9ePyiy7LFAzk4lSnQ6s0bxiDLQotM8nYnmkNcFKYp-d4uLbCSk2DQt8Sx-QaGTQDsFoI6wqSKX0mj5GdCQNg,"shopping_mall, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_4.jpg,107.2904708,64,3204.6,medium,afternoon,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_4_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_4_sentinel.tif,66.6,28.19494709917294
MG Road nightlife,SkyDeck by Sherlock's,"52, Mahatma Gandhi Rd, Haridevpur, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",12.9750296,77.6075339,fun_vibe_here,ChIJEbYIi30WrjsRg7xITH7vZRo,AXQCQNRqKUqzUfYNSMtcZOvDC4cnmY38en97wbqkBishQu-s4JqY6r9CNWJbCypFn7yCzqMT2KLPduDINBZbuXWuP2jZbY00Z7ZaL-onIcYczwflyyMhG2xr_wWXW20Qk-bWVwgdi7m3cWrXXTRMwwfHPjx2B7YCGdE5pb0rgQYpe_xoIHURJv_9Yhm5HzBHa68J7WxWfS3RnvjSAQ4L11I-g8V9QA9g303-gLgT2BWmvL4fAm4wdGWTjsSH8VGcq3GTmPQjpp-oZxAoXeUgKV4PBTDa3m9FNFuPBYnFYqPQ60nPacrlsD4jDMxVZNW8x94T7YQ9RPY2Tu0NQF70tx9dl7zG4LjN0JMHcHNCYoGOTw2oN1BkVAh4gz8CqQkkC6XQY19I6DQiOjHXswz53LseSt9WrRS0TNw1xeq3unBjLC826l10t-ubuM5SANONHBhsHr71p5VeBs3U9ByE_Ts7FssaMdU5pTi-3u8zYWz7GCDq47BNRjSoygFUzBPIuqDH0AQsZxrcPLDUTH2YxQcqMoM0En00Q-Oj3ZHH2F1dmHWs7Cc4swDamc7HitI26qBKcSbtVw1GAx17dtP74c7aJnGZVPZO5Q,"bar, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_5.jpg,318.8775227,71,3554.4,medium,evening,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_5_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_5_sentinel.tif,68.1,28.19494709917294
Arbor Brewing Company,Arbor Brewing Company,"Allied Grand Plaza, 3rd, 8, Magrath Rd, Ashok Nagar, Bengaluru, Karnataka 560025, India",12.9703756,77.6110025,fun_vibe_here,ChIJV9YdrIEWrjsRyCAygrncHJA,AXQCQNT-5JWw28IYb7r3B0sx98uwDGmrM4IOd3Mtci0j57i7mBix8cNTBSI1B_VVEmFNHh-55n2rQcki8gukUBhS0BKPin6IgWwb05KSghhXV44Tz_qTH5z1YEhT696fsRo4pgB4ZQIPhBHvDIzJCWC96dqSI52fPP6j1LrNVrHUh9Xa4XH5Kpgz8ktu5XJH5iVDPhJkM948AXkJfyaAtAMOwW7uqeo5_fEJXMqDziMPWmDkWY7PMEZezd0mgJGMORgj53VLAMiiNM0WCy7qS_4Ev2BlrjI0g5VzP1fuRcY8zEomif30mvc,"bar, restaurant, food, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_6.jpg,332.1011775,144,7212.8,medium,afternoon,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_6_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_6_sentinel.tif,54.3,28.19494709917294
Skyye Lounge,Skyye,"24, 16th Floor, Uber level, Canberra Block, UB City, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001, India",12.9714272,77.596508,fun_vibe_here,ChIJjfOyQ3cWrjsRz_TvsEoOQ0A,AXQCQNTjQehlLX9phlUcqzh92UA7Fejq05TkEsvcL8eCQoJ58h--ekN0iuwqZhGpHJcCuw6Q1cduPKaNlDihniD08tRQR_HeugMPNxniWsXj1A-f_vl6K1fUnx__S46uCNXzLyGSGl_9c_wJIWAVDHFBvouuoVLcXYpsK5aCJmraK9jSNlqsqaW5GeqIkD6zOgwvVaXAkQMH5WUM61p5qMK9lmmYFw_ckrdg6xijCjma0C3_CFqXnV-buKAtAbVLnIro1BrBMI5pvv7kb9tcULtD3oGQ6CNFzCOARTm9GUKfJ0a4KsGKz3ytBGlYJhRSkjMD374nrzIXAdsYUNK1eiY_xkuPTR5RNlupay1XUOGIqNFlqzgJR9gCiDBrJNev6TmbvEQz6G9UFDD2aAyFsmiqCYsVwKeQNiS4E8X9XSdq78dakYsPN_YQNx30mhGOfxRc2Fe3ZRug-PKpelht4ZaWGWXxeJuaPlw3B3Zwmv5_XAutDBD_B9Bq6XIv9JuqziseBYmF5a_TPwTBZT7WUs4MEJRef3zSpZydQvqZG4Dh9v663m3-2F4RmgCDQHWN6ZEOP_PvzPhPnaY02g,"bar, night_club, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_7.jpg,73.19361547,64,3211.0,medium,night,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_7_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_7_sentinel.tif,37.0,28.19494709917294
Shao Shang Lounge,"Lobby Lounge at Edsa Shangri-La, Manila","1 Garden Way, Ortigas Center, Mandaluyong, 1550 Metro Manila, Philippines",14.5812384,121.0571236,fun_vibe_here,ChIJ1QfnghXIlzMRhbpZ4xX19xo,AXQCQNTfMiEi9n67iwukJksrBH0Tapxw51Ih1p0wfRRyhqBJz1lnyYoOgL8iblXvJrfV2Q-gh__U5xTDGaKXHUMqNiNoGBIg4ejOwNt9AdLTt_BBtiZiPGVf2YKjfu55hYB5X4mDRd3PpU2KBycFqhNi4pJ3oXnsI5_LicVbXp1zvS4dGJ_VKPS6SwDH90DkoGWBj4X2-8uBrO0Mx6xUFP-a8U3QhxoYdzQ6SdLvSy24zi6rS9tZwLL6m2LMfheI1KO0BpqGeOwF-Np1Hfo0FZoIFb5RyBOPph1TBn-IlD8C4hdyi7lmumk,"night_club, bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_8.jpg,4808653.745,0,1.8,medium,night,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_8_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_8_sentinel.tif,28.1,99.9000015258789
House of Commons,House of Commons,"1st Floor, 1131, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038, India",12.969882,77.641586,fun_vibe_here,ChIJoSoNC-EXrjsRO1nlFXOe1eM,AXQCQNT8gQ6wv2vfXh3Id6Dey7nfexJlsdbckk_ZdkE3v4FV8wLCDe9BMsI2Euui7g4vbjCtKn0OXfr-0Xoq2ArVACEs3UMPCWguWNLL-DySUEe51wPCDNbqCtH9ehXoj4arr4Q6Xe9M10N4fGEGeTX-2TKbuRa3KT8U8fEW8oJY_h-rk_qsutTA5DS0XE1ZT-4Spw0vtsc6-LpWKPAZ78px1rmgQ9jqfruTqqsxtjCSWc_O6yK2-zRRn3mc20u0oKJ4OvvMcHvXMfzqg1jn-M_vdtFeXHLFsTM62v0hQXDDFk4MjK2pgWOo91smAWtAUhgBhhXHa6pecAtB6vomQuNB9zDY8-EUMq42IX_W-tLX9lDlZJdl5BQ_Hn6VCUxf9SmfjUWM9K1ASqzwkZqMR4ttDr9sMc3cDjUnH6JrUjQC-qq79pYuSn75MrAyXEE06iEY_ScguLx1DI2OzkuwxO5fRjJAZta8aI1NxT1i0wl0F66EDlqSg1KEapz41kVeUrAXWXkwQQwbcMiDufbylqQuKZUFcS5h5Jq2unor1iiOzTSMHtpjsBQYmr-iYratlIEwpZF_1A,"bar, restaurant, food, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_9.jpg,264.0414604,209,10467.5,medium,night,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_9_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_9_sentinel.tif,38.2,28.19494709917294
The Humming Tree,THE HUMMING TREES,"Plassanal Pravithanam Rd, behind St. Joseph Church, Vezhanganam, Kerala 686579, India",9.7369645,76.7345548,fun_vibe_here,ChIJZezeZrnJBzsROTUistnUW-c,AXQCQNQ7dxgTkoG6Rh0PS2fX4-hLlkw2XggwSiGYNQGGN48NJyxFTHSN9FOMwp2rq93NShSQf-Qgo9K9hAZsQlsVb4M-04Iz1VuXvRTOox2yoc7DI-hCYjpgXMdlQWQmuIOijI_eoVJejh0_Bcjo88AxEgf_A80EBMqS6erfs7TmfvCobxVWbxAuADZxHl-w6T_qilaO7dCW9E9qB-swko-YrUlg1KMsedjw1FkARnFLwNhLo9wx30oeYiP0boOWpLrGjXxtWAkKGGjz-ABm_2Sn-ch-rxqcY9gSSkWGmqV8m5U7UjgyLSc,"lodging, point_of_interest, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_10.jpg,357599.2301,0,6.7,low,evening,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_10_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_10_sentinel.tif,84.2,30.24618366200437
Koramangala Social,Koramangala Social,"Seventh Block, Plot 118, 80 Feet Rd, above Bodyworks Spa, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9354676,77.6141708,fun_vibe_here,ChIJOd-aDU4UrjsRou9qp3ZJBsg,AXQCQNQDQkiKU9zlQLwah5QR6ePr9lR1U90Vr87ttqiGiY8GWiwx1_GmNH9S15MFH1218N-bg4fSXB7-YH8b5WIlE5_DM8Ky3gv6Ctdu-AbUbqPZEvPByUcqxEpH8leytZf8ceAZH6s-ZENYd14cxjV7Q01Ej6Yh8_7s3ctiia6M-HRWrTL5iKW3PjfIPclYY6lQSFtCslZrffDIVBDEMO4HzIv6KVWvKLr_P-BCknPmH2I39prz7BgGEFDOsC0eyBsAd0BDP-Do9X5272EjisNb3zdhgu9c1nmwR0NhnxWHQK2WfDbBYTslfZ9HcNC0SV3WhJG6NnJvdAhFFElJcTxHCYDoTq2MbqC7dSdpZpXg060AE4F2quZL8Ao0EvzGcdHC_GRowEwNhyf96ucRxeJt_1S8qCeFhE41bFmp7lPvLk6c0Oi3rwi8evN1kjrEXSMuQHgzBcr1WSi2nOmZ3vHYDPl9DaTkGbI6AnYJG5F93SJzPD3czqAuV0WfS5Ob8UcUz_YgZrCFTcH87vD0ZcNfQs_-aQP2-VD14gojwh0cH0lRPrx_PiILg4eYGI9ufw4MaodRlKS7,"restaurant, cafe, bar, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_11.jpg,267.2499443,112,5608.6,medium,evening,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_11_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_11_sentinel.tif,77.9,28.19494709917294
Indiranagar Social,Indiranagar Social,"Plot 37, 80 Feet Rd, Hal, HAL 3rd Stage, New Tippasandra, Bengaluru, Karnataka 560075, India",12.9707322,77.6476391,fun_vibe_here,ChIJr1xXjN8XrjsRZWB3rrZtEn4,AXQCQNTMQemHamgGdHOrND-frPVpLhyU5Uv3Cu-Izj4-18vc1DfPmtzTd73p-vzqBK9eXQ3TJRb2HZ03rcV_TiJ7HBRY2n8FAJYFs2GhstgETddo7W8ibZHgv-mprWvdnxZLchEOR8mpem4nWMshNMbZsNG9yORNTPCgNmQ0F6WIorfXD3fT2nkKH5AZ70K803nARbIC4oZNnQCuto6cH9i-gy-pUuvnBQLdMrijhN_RWDGEwCYvsCXCNasH7XZZGZlAPf3IfzfV8wBHKahSVFeOMhYBOjeDzrcj9v9CEe-KnmxYkn1gYlpXya4oUp4mphuOLlC0lmHJAQmyLcIcOWI35C1rZQIzmx3PvhpEaNh5lUquojtxbuXIMWfXWT9O5I4SNkRGOyNIq2wI3ODkRZ4efQOnDr4brxQBcWvWnscwbcB_OVBPX_c1NrG_Fo_N2Cy2D2yKxXYRUNqcuiFFdRu36MlHeMLADw_iIQ0bL1asKkNGuHVQMSgywQ0Ajh9gf3rBOkTuujoGCX_rEI9stXISjCLas2vNFGWoNPLso-WQNYNc6pSZucUb1fvfrgH5x0vW6FY6JFt-wEmdrd2ilKNbS0x_F4702Q,"restaurant, cafe, bar, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_12.jpg,212.9582674,246,12315.0,medium,morning,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_12_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_12_sentinel.tif,66.7,28.19494709917294
Tipsy Bull Indiranagar,Tipsy Bull,"2008, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",12.9648159,77.6418132,fun_vibe_here,ChIJs6RssRwUrjsRWAxBB6vI-a4,AXQCQNQLymJC5rusOPxjV7kfHWRuLIds5_ZAIbYYOQvO_gY0_6Jo5yTmQuREyUFc9Nf4o8W0mrr1L1s2u1S5GJ1YmYzKFS7M7TC83dlWbsxxrwm_d8cx9pM8RRkZGgaINjzz95Aesc6QyL-DdiwpohpOXRLKcomskk5qeCpEB6nEWFEsXSNF43BHmtmbrZE4ruvnEfe3H8Amb9g3EQ2m1ZFlgkHir5PtDdkHztgh-EErSNEtColdy2ugJ0n7A9Nt7GP_lq6JGwITFFBewcb2l7iyina4MtC8fms8Rei1v9Rz8FfmiU0FgGC7bnAriOzN39KR_S18e_5rOdVPNJmW1K9hRS-zd_0vdBExaHilkfqc5cotX1IOF_2YJrqyXnyNrIkO_tHvQHUvsUoirSfzoDN1Mc92hnc4o4TNgNJGB0HlcvP6F326U88QZSz7_xMTvputIqtZDkCv6wbCDkrW_fC6akcxFrxX6mVpQvQbf4PH7ESVwTOd2RUQ00mgyEIsrRt694ZlG5iY0OKiT9kposfDkSu2zgsQuiDBH93SlCBl-ju5n_EB_bMJ5qoy2JvVwaug3eyFUo4V,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_13.jpg,109.3485851,256,12811.9,medium,afternoon,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_13_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_13_sentinel.tif,50.9,28.19494709917294
Byg Brewski,Byg Brewski Brewing Company,"SOUTHERN ASIA BIBLE COLLEGE, 22, Hennur Bagalur Main Rd, Visthar, Byrathi, Bengaluru, Karnataka 560077, India",13.0708303,77.6518661,fun_vibe_here,ChIJY2_1IZ8ZrjsReuXcBMfC0Ws,AXQCQNQAQhREp_2k0nB6gSDihhLVpINHNfjZRYMYue7l0rkkFbcOqYYN3CwW4A6Tbk0XKdfn0BegxmOMgkqc12c5Xv51ivL6KU_3miqGrjUpqEs1B37RFm60zxKSjInZ93Hn_0t7mEt1YfU_1_meNRXMKqtAv2e2kvbXtE-8hwQPeu3qoIgpIv1EeZE_UvcKdQIl_mRpnuMNwEwg031FjMd-sK81GURCi3tpCC-yM9C_Rn3B2INWkkIKCgVdJhTpHEX_0VtLh0gAEnbnUc7v20x6jRRi8d0xBzGtLiYDCSjN8BdqRhUm5RU,"bar, restaurant, point_of_interest, food, establishment",datasets/osm_images/fun_vibe_here/fun_vibe_here_14.jpg,990.5725319,97,4864.0,low,evening,datasets/sentinel_tiles/fun_vibe_here/fun_vibe_here_14_sentinel.jpg,datasets/sentinel_tifs/fun_vibe_here/fun_vibe_here_14_sentinel.tif,93.0,28.19494709917294
